PROCEDIMENTO;RN_ALTERACAO;VIGENCIA;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
EMG PARA MONITORAÇÃO DE QUIMODENERVAÇÃO;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EMG QUANTITATIVA OU EMG DE FIBRA ÚNICA;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESPECTROGRAFIA VOCAL;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
GUSTOMETRIA;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
IMPEDANCIOMETRIA (MEDIDAS DE IMITÂNCIA ACÚSTICA);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MÉTODO DE PROETZ;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
OSCILOMETRIA;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
EMISSÕES OTOACÚSTICAS EVOCADAS (TRANSIENTES OU PRODUTO DE DISTORÇÃO) - TESTE DA ORELHINHA;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA DE PARES CRANIANOS RELACIONADOS COM O VIII PAR;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA DE POTENCIAIS EVOCADOS AUDITIVOS DE TRONCO CEREBRAL (BERA);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA DO FENÔMENO DE TULLIO;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POLIGRAFIA DE RECÉM-NASCIDO (PG/RN);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POLISSONOGRAFIA COM EEG DE NOITE INTEIRA COM OU SEM TESTE DE CPAP/BIPAP NASAL (INCLUI POLISSONOGRAMAS);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL EVOCADO AUDITIVO DE ESTADO ESTÁVEL - PEAEE (STEADY STATE);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL EVOCADO AUDITIVO DE MÉDIA LATÊNCIA (PEA-ML);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL EVOCADO GÊNITO-CORTICAL (PEGC);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL EVOCADO MOTOR - PEM;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL EVOCADO P300;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL EVOCADO SOMATO-SENSITIVO - MEMBROS INFERIORES E SUPERIORES (PESS);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL SOMATO-SENSITIVO PARA LOCALIZAÇÃO FUNCIONAL DA ÁREA CENTRAL;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POTENCIAL VISUAL EVOCADO (PEV);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROVAS DE FUNÇÃO TUBÁRIA;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RINOMANOMETRIA;;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DE LATÊNCIAS MÚLTIPLAS DE SONO (TLMS);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VÍDEO-ELETROENCEFALOGRAFIA CONTÍNUA NÃO INVASIVA (VÍDEO EEG/NT);;;;;;;;;;SISTEMA NERVOSO;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVALIAÇÃO MUSCULAR POR DINAMOMETRIA COMPUTADORIZADA (ISOCINÉTICA);;;;;;;;;;EXAMES ÓSTEO - MÚSCULO - ARTICULARES;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
CURVA I/T - MEDIDA DE LATÊNCIA DE NERVO PERIFÉRICO;;;;;;;;;;EXAMES ÓSTEO - MÚSCULO - ARTICULARES;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
SISTEMA TRIDIMENSIONAL DE AVALIAÇÃO DO MOVIMENTO QUE INCLUI VÍDEO ACOPLADO À PLATAFORMA DA FORÇA E ELETROMIOGRAFIA;;;;;;;;;;EXAMES ÓSTEO - MÚSCULO - ARTICULARES;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DAS PRESSÕES RESPIRATÓRIAS MÁXIMAS;;;;;;;;;;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DOS VOLUMES PULMONARES POR PLETISMOGRAFIA OU POR DILUIÇÃO DE GASES;;;;;;;;;;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MEDIDA DA DIFUSÃO DO MONÓXIDO DE CARBONO;;;;;;;;;;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
MEDIDA DE PICO DE FLUXO EXPIRATÓRIO;;;;;;;;;;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROVA DE FUNÇÃO PULMONAR COMPLETA (OU ESPIROMETRIA);;;;;;;;;;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RESISTÊNCIA DAS VIAS AÉREAS POR OSCILOMETRIA;;;;;;;;;;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RESISTÊNCIA DAS VIAS AÉREAS POR PLETISMOGRAFIA;;;;;;;;;;FUNÇÃO RESPIRATÓRIA;ELETROFISIOLÓGICOS / MECÂNICOS E FUNCIONAIS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVALIAÇÃO ENDOSCÓPICA DA DEGLUTIÇÃO (FEES);;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AMNIOSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ARITENOIDECTOMIA MICROCIRÚRGICA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BIÓPSIAS POR LAPAROSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BRONCOSCOPIA COM BIÓPSIA TRANSBRÔNQUICA COM ACOMPANHAMENTO RADIOSCÓPICO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BRONCOSCOPIA COM OU SEM BIÓPSIA, ASPIRADO, ESCOVADO, LAVADO BRONCOALVEOLAR, PUNÇÃO, CATETER PROTEGIDO E CURETA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CECOSTOMIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CISTOSCOPIA E/OU URETROSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLAGEM DE FÍSTULA POR VIA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLANGIOPANCREATOGRAFIA RETRÓGRADA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
COLOCAÇÃO DE CÂNULA SOB ORIENTAÇÃO ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE CATETER PARA BRAQUITERAPIA ENDOBRÔNQUICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE PRÓTESE COLEDOCIANA POR VIA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLOCAÇÃO DE PRÓTESE TRAQUEAL OU BRÔNQUICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
COLONOSCOPIA COM BIÓPSIA E/OU CITOLOGIA COM OU SEM DILATAÇÃO SEGMENTAR OU ESTENOSTOMIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DESCOMPRESSÃO COLÔNICA POR COLONOSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DESOBSTRUÇÃO BRÔNQUICA COM LASER OU ELETROCAUTÉRIO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DESOBSTRUÇÃO BRÔNQUICA POR BRONCOASPIRAÇÃO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DILATAÇÃO DE ESTENOSE BRÔNQUICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DILATAÇÃO INSTRUMENTAL DO ESÔFAGO, ESTÔMAGO OU DUODENO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DILATAÇÃO INSTRUMENTAL E INJEÇÃO DE SUBSTÂNCIA MEDICAMENTOSA POR ENDOSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DILATAÇÃO PARA TRATAMENTO DE ESTENOSE LARINGO-TRAQUEAL;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIVERTICULOTOMIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DRENAGEM CAVITÁRIA POR LAPAROSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ECOBRONCOSCOPIA COM PUNÇÃO ASPIRATIVA COM AGULHA FINA (COM DIRETRIZ DE UTILIZAÇÃO);607/2024;21/06/2024;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ECOENDOSCOPIA (ULTRASSOM ENDOSCÓPICO) COM OU SEM PUNÇÃO POR AGULHA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ENDOSCOPIA COM PAPILOTOMIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ENDOSCOPIA DIGESTIVA ALTA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ENDOSCOPIA DIGESTIVA ALTA COM BIÓPSIA E/OU CITOLOGIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
ENTEROSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ENTEROSCOPIA DO INTESTINO DELGADO COM CÁPSULA ENDOSCÓPICA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESCLEROSE DE VARIZES DE ESÔFAGO, ESTÔMAGO OU DUODENO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTENOSTOMIA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
GASTROSTOMIA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEMOSTASIA MECÂNICA E/OU TÉRMICA DO ESÔFAGO, ESTÔMAGO OU DUODENO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEMOSTASIA TÉRMICA POR ENDOSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HEMOSTASIAS DE CÓLON;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HISTEROSCOPIA DIAGNÓSTICA COM OU SEM BIÓPSIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
INTRODUÇÃO DE PRÓTESE NO ESÔFAGO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
JEJUNOSTOMIA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LAPAROSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LARINGOSCOPIA COM RETIRADA DE CORPO ESTRANHO DE LARINGE/FARINGE (TUBO FLEXÍVEL);;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LARINGOSCOPIA/TRAQUEOSCOPIA COM DILATAÇÃO DE ESTENOSE;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LARINGOSCOPIA/TRAQUEOSCOPIA COM LASER PARA EXÉRESE DE PAPILOMA/TUMOR;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LARINGOSCOPIA/TRAQUEOSCOPIA COM OU SEM MICROSCOPIA PARA RETIRADA DE PÓLIPO/NÓDULO/PAPILOMA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LARINGOSCOPIA/TRAQUEOSCOPIA PARA DIAGNÓSTICO E BIÓPSIA (TUBO RÍGIDO OU FLEXÌVEL);;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LARINGOSCOPIA/TRAQUEOSCOPIA PARA INTUBAÇÃO ORO OU NASOTRAQUEAL;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
LIGADURA ELÁSTICA DO ESÔFAGO, ESTÔMAGO OU DUODENO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
;;;;;;;;;;;;
PROCEDIMENTO;RN (alteração);VIGÊNCIA;;;;;;;;SUBGRUPO;GRUPO;CAPÍTULO
MUCOSECTOMIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
NASOFIBROLARINGOSCOPIA PARA DIAGNÓSTICO E/OU BIÓPSIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PAPILOTOMIA E DILATAÇÃO BILIAR OU PANCREÁTICA COM OU SEM COLOCAÇÃO DE PROTESE OU DRENO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PAPILOTOMIA ENDOSCÓPICA (PARA RETIRADA DE CÁLCULOS COLEDOCIANOS OU DRENAGEM BILIAR);;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PASSAGEM DE SONDA NASO-ENTERAL;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POLIPECTOMIA DE CÓLON;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
POLIPECTOMIA DO ESÔFAGO, ESTÔMAGO E DUODENO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RETIRADA DE TUMOR OU PAPILOMA OU POLIPO POR BRONCOSCOPIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RETIRADA ENDOSCÓPICA DE CORPO ESTRANHO QUALQUER LOCALIZAÇÃO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RETOSSIGMOIDOSCOPIA RÍGIDA OU FLEXÍVEL COM OU SEM BIÓPSIA E/OU CITOLOGIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
RETOSSIGMOIDOSCOPIA RÍGIDA OU FLEXÍVEL COM OU SEM POLIPECTOMIA E/OU MUCOSECTOMIA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TAMPONAMENTO DE VARIZES DO ESÔFAGO E ESTÔMAGO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TESTE DA UREASE PARA HELICOBACTER PYLORI (TESTE DE HEALD);;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRATAMENTO ENDOSCÓPICO DE HEMOPTISE;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
URETEROSCOPIA FLEXÍVEL OU RÍGIDO;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
URETROTOMIA ENDOSCÓPICA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VÍDEO-ENDOSCOPIA DO ESFÍNCTER VELO-PALATINO COM ÓTICA FLEXÍVEL OU RÍGIDA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VÍDEO-ENDOSCOPIA NASO-SINUSAL COM ÓTICA FLEXÍVEL OU RÍGIDA;;;;;;;;;;ENDOSCOPIA DIAGNÓSTICA OU INTERVENCIONISTA;ENDOSCÓPICOS;PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
